2	ˊ
tian4	󼜗
tian4	󼜌
tian4	󼜀
tian4	󼛻
tian4	󼍺
tian4	󼍭
tian4	󹢦
tian4	󹛜
ting	汀
ting	听
ting	聽
ting	廳
ting	朾
ting	艼
ting	庍
ting	耵
ting	桯
ting	綎
ting	㓅
ting	庁
ting	鞓
ting	聴
ting	廰
ting	聼
ting	㕔
ting	厛
ting	𦉬
ting	耓
ting	𦂃
ting	䩠
ting	𧰩
ting	𨊡
ting	𠄚
ting	𩨑
ting	𤘖
ting	𠀩
ting	𢆊
ting	𢇩
ting	𥑈
ting	𦔽
ting	𦕘
ting	𦕢
ting	𠫊
ting	𠯸
ting	𥋴
ting	𥵀
ting	𥶮
ting	𥶱
ting	𦖆
ting	𧏵
ting	󺴗
ting	󻅼
ting	󻊗
ting	󻊵
ting	𫐤
ting	󽴾
ting	󽯞
ting	󽡕
ting	󽜪
ting	󽈭
ting	󺖺
ting	𪢧
ting	󻛭
ting	󻙭
ting	厅
ting	烃
ting	󹔋
ting	󹌣
ting	󹊭
ting	󹊥
ting	󹊒
ting	󹈲
ting	𪪚
ting	𡴵
ting	𠫇
ting	𧂺
ting	𨟡
ting	𦘏
ting	𢺭
ting	𢌖
ting2	廷
ting2	亭
ting2	庭
ting2	停
ting2	婷
ting2	蜓
ting2	霆
ting2	莛
ting2	嵉
ting2	渟
ting2	楟
ting2	筳
ting2	葶
ting2	榳
ting2	聤
ting2	蝏
ting2	閮
ting2	鼮
ting2	邒
ting2	㨩
ting2	葕
ting2	諪
ting2	䯕
ting2	㼗
ting2	𠅘
ting2	𧉰
ting2	䁎
ting2	𨗒
ting2	𩃀
ting2	䱓
ting2	䗴
ting2	𧖧
ting2	𨓍
ting2	𥥶
ting2	𦝞
ting2	𧶺
ting2	𩐴
ting2	𧓴
ting2	𥀿
ting2	𧖨
ting2	𨓀
ting2	𤠜
ting2	𧍿
ting2	𨖝
ting2	𩒞
ting2	𩄫
ting2	𩹇
ting2	𩆆
ting2	𡺣
ting2	𣂴
ting2	𤗞
ting2	𤸥
ting2	𥴑
ting2	𦐿
ting2	𨉬
ting2	𨓏
ting2	𨗠
ting2	𩨆
ting2	󺢐
ting2	󺵱
ting2	󺹩
ting2	󻆀
ting2	𫵲
ting2	󽸷
ting2	󿮖
ting2	𪥭
ting2	𫢷
ting2	𫳋
ting2	󽟆
ting2	󽞺
ting2	󽞊
ting2	𫼼
ting2	𪞨
ting2	󽔪
ting2	𫷳
ting2	󺘼
ting2	󺗶
ting2	󺆉
ting2	󹻂
ting2	󹺴
ting2	󹳒
ting2	󹳇
ting2	󽆃
ting2	𪣹
ting2	󼸝
ting2	󼲨
ting2	󼲣
ting2	󼯦
ting2	󼭅
ting2	󼤜
ting2	󼠻
ting2	󼚅
ting2	󼘓
ting2	𬝪
ting2	󼖢
ting2	󼖝
ting2	𫑄
ting2	𫣦
ting2	𪪲
ting2	󼅲
ting2	󹮈
ting2	󹣨
ting2	󹣜
ting2	𪜦
ting2	󹞇
ting2	󹙦
ting2	󹖼
ting2	󹖭
ting2	𢌜
ting2	𠩢
ting2	𠅝
ting2	𡹂
ting2	𨺊
ting2	𨺐
ting2	𨺱
ting2	𡟾
ting2	㷚
ting2	𤧟
ting2	𤧻
ting2	𨼛
ting2	𡀈
ting2	𨗒
ting2	𤩻
ting2	𨪃
ting2	𥢿
ting2	𧷭
ting2	𨫆
ting2	𨽕
ting2	𨯊
ting2	𫄮
ting2	𪩧
ting2	󰅟
ting2	󰊱
ting2	󰌁
ting2	󱻀
ting3	挺
ting3	梃
ting3	艇
ting3	圢
ting3	町
ting3	侹
ting3	娗
ting3	烶
ting3	珽
ting3	脡
ting3	鋌
ting3	頲
ting3	侱
ting3	涏
ting3	𨳝
ting3	䦐
ting3	㨩
ting3	誔
ting3	𡈼
ting3	𦉬
ting3	𢽄
ting3	䅍
ting3	𩑙
ting3	䵺
ting3	䱓
ting3	𠕊
ting3	𣄿
ting3	𥫙
ting3	𨳑
ting3	𨉈
ting3	𠘋
ting3	𪊶
ting3	𡔛
ting3	𥟐
ting3	𦨿
ting3	𦪅
ting3	𩒞
ting3	𩹇
ting3	𡋺
ting3	𢝜
ting3	𣉡
ting3	𤱹
ting3	𤹾
ting3	𥗩
ting3	𨁗
ting3	𨃼
ting3	𨸁
ting3	󺬱
ting3	󺬽
ting3	󺯁
ting3	𪨋
ting3	󽠊
ting3	󽝴
ting3	󽛞
ting3	𬂹
ting3	󹺀
ting3	󹲴
ting3	󼼞
ting3	󼰙
ting3	󼈤
ting3	󼇲
ting3	𫸔
ting3	󹰊
ting3	󹥁
ting3	󻭸
ting3	铤
ting3	颋
ting3	𦬰
ting3	𨑳
ting3	󰖑
ting4	听
ting4	聽
ting4	忊
ting4	聴
ting4	聼
ting4	𢬫
ting4	𥆑
ting4	𦔽
ting4	𦕘
ting4	𦕢
ting4	㴿
ting4	󹡀
ting4	󹔋
tu	凸
tu	禿
tu	涋
tu	捸
tu	嶀
tu	廜
tu	鵚
tu	秃
tu	𥤮
tu	庩
tu	䞮
tu	鋵
tu	𣬜
tu	㐬
tu	𢉜
tu	痜
tu	䛢
tu	㻬
tu	𠫓
tu	𢬳
tu	𣒇
tu	𠞀
tu	𧳌
tu	𤨹
tu	𡿮
tu	𡹻
tu	𨿖
tu	𠟶
tu	𠱂
tu	𠳶
tu	𠸂
tu	𡢐
tu	𡻻
tu	𣲱
tu	𥥜
tu	𥨜
tu	𥩍
tu	𦝇
tu	𦴣
tu	󺮲
tu	󽾹
tu	󽳃
tu	󽰆
tu	𬦈
tu	󹽀
tu	㟮
tu	𢰬
tu2	凸
tu2	突
tu2	徒
tu2	屠
tu2	荼
tu2	途
tu2	菟
tu2	塗
tu2	圖
tu2	酴
tu2	怢
tu2	唋
tu2	峹
tu2	悇
tu2	捈
tu2	涂
tu2	梌
tu2	湥
tu2	稌
tu2	嵞
tu2	瘏
tu2	筡
tu2	腞
tu2	腯
tu2	葖
tu2	潳
tu2	蒤
tu2	跿
tu2	瑹
tu2	斁
tu2	檡
tu2	鍎
tu2	駼
tu2	鵌
tu2	鶟
tu2	鷋
tu2	鷵
tu2	鼵
tu2	図
tu2	阧
tu2	𥤮
tu2	凃
tu2	啚
tu2	趃
tu2	鈯
tu2	圗
tu2	摕
tu2	㻯
tu2	𢓂
tu2	宊
tu2	𥤹
tu2	䣄
tu2	𢉜
tu2	𤙛
tu2	㻌
tu2	堗
tu2	揬
tu2	㭸
tu2	𣔻
tu2	䣝
tu2	𣘻
tu2	㻬
tu2	𤸭
tu2	䔑
tu2	𧛗
tu2	䠈
tu2	𤺈
tu2	䅷
tu2	䖘
tu2	䤅
tu2	䩣
tu2	𨢬
tu2	䳜
tu2	𣅝
tu2	𡌘
tu2	𠊲
tu2	𣥳
tu2	𢝀
tu2	𤟪
tu2	𡺴
tu2	𣈥
tu2	㻠
tu2	𠻬
tu2	𤷿
tu2	𧧶
tu2	𨝛
tu2	𤨹
tu2	𥯝
tu2	𦔅
tu2	𦩤
tu2	𨴩
tu2	馟
tu2	𨨷
tu2	𡿮
tu2	𠫠
tu2	𡦾
tu2	𨑒
tu2	𠚎
tu2	𢘶
tu2	𡷣
tu2	𣥲
tu2	𥥛
tu2	𧺔
tu2	𨑡
tu2	𡇴
tu2	𡹻
tu2	𡈇
tu2	屠
tu2	𧖳
tu2	𦝬
tu2	𦴯
tu2	𦳃
tu2	𡈖
tu2	圗
tu2	圖
tu2	𦹍
tu2	𡽚
tu2	𧇢
tu2	𡒎
tu2	𨃝
tu2	𩀆
tu2	𪊸
tu2	𧈒
tu2	𧈋
tu2	𪇝
tu2	𠪡
tu2	𠫮
tu2	𡇩
tu2	𡇫
tu2	𢔗
tu2	𥂋
tu2	𥧣
tu2	𥺌
tu2	𥽄
tu2	𦝇
tu2	𧺑
tu2	𨀒
tu2	𨰴
tu2	𨱄
tu2	𨱽
tu2	𩥽
tu2	𪑏
tu2	󺴇
tu2	󺵾
tu2	󺻫
tu2	󺼷
tu2	󺿯
tu2	󻅔
tu2	󻅕
tu2	󻉸
tu2	𪢨
tu2	𫸑
tu2	𪫞
tu2	󽭺
tu2	𪞡
tu2	󽬏
tu2	󽨘
tu2	𪶅
tu2	󹲗
tu2	󽅁
tu2	𪶢
tu2	𫐮
tu2	󼳘
tu2	󼫒
tu2	󼧝
tu2	󼢫
tu2	󼢧
tu2	󼢒
tu2	󼞸
tu2	󼝡
tu2	𪼊
tu2	󼓑
tu2	󻾆
tu2	󹯌
tu2	󹩡
tu2	󹥵
tu2	󹤵
tu2	󹤭
tu2	󹡓
tu2	图
tu2	󹛛
tu2	󹕜
tu2	𢫋
tu2	𤆩
tu2	𡸂
tu2	𢓺
tu2	𢃠
tu2	𢛾
tu2	𡈄
tu2	𡍼
tu2	𧋨
tu2	𢕤
tu2	𥖊
tu2	𨢕
tu2	𡄅
tu2	𨮢
tu2	𫛬
tu2	𫁜
tu2	󰜌
tu2	󰞶
tu3	土
tu3	吐
tu3	芏
tu3	唋
tu3	釷
tu3	圡
tu3	㒔
tu3	𨙭
tu3	𥗨
tu3	󺩫
tu3	󺾄
tu3	󻊙
tu3	󻕼
tu3	󽾨
tu3	󽼽
tu3	𪢴
tu3	󽺚
tu3	󽺂
tu3	󽸈
tu3	󽷒
tu3	󽶧
tu3	󽳱
tu3	󽰃
tu3	󽯿
tu3	󽥰
tu3	󽤹
tu3	𫅢
tu3	𫊥
tu3	󽚕
tu3	𫒆
tu3	󺒸
tu3	钍
tu3	𤆧
tu3	𥫦
tu3	𣵒
tu3	𨦓
tu3	𩵘
tu4	吐
tu4	兔
tu4	菟
tu4	堍
tu4	鵵
tu4	兎
tu4	兔
tu4	迌
tu4	𩣮
tu4	𩸃
tu4	𪆆
tu4	堍
tu4	𨿮
tu4	𧈋
tu4	𩾅
tu4	󺤩
tu4	󻒖
tu4	𫟏
tu4	󽻧
tu4	󽵰
tu4	𪞁
tu4	󽕏
tu4	󽔶
tu4	󽓕
tu4	󺅬
tu4	󹷈
tu4	󹷇
tu4	莵
tu4	𢯂
tu4	𤽪
tuo	他
tuo	它
tuo	托
tuo	佗
tuo	牠
tuo	拓
tuo	拖
tuo	託
tuo	脫
tuo	乇
tuo	扡
tuo	侂
tuo	沰
tuo	矺
tuo	侻
tuo	挩
tuo	梲
tuo	飥
tuo	詑
tuo	魠
tuo	汑
tuo	杔
tuo	拕
tuo	炨
tuo	炧
tuo	㸱
tuo	䂝
tuo	捝
tuo	棁
tuo	脱
tuo	涶
tuo	仛
tuo	咃
tuo	𧘐
tuo	𧦧
tuo	䴱
tuo	䜏
tuo	䜐
tuo	驝
tuo	𤣯
tuo	𢫳
tuo	𠴻
tuo	𥹈
tuo	𧧉
tuo	𨉋
tuo	𧨪
tuo	𥩀
tuo	𩧐
tuo	𠈁
tuo	侻
tuo	𧥫
tuo	𠊴
tuo	𪌂
tuo	𧩭
tuo	𢷌
tuo	𢸨
tuo	䜔
tuo	𩟰
tuo	𠰹
tuo	𢩷
tuo	𢬁
tuo	𨒙
tuo	𩞒
tuo	𩠓
tuo	𪜈
tuo	󺡂
tuo	󺯤
tuo	󺷠
tuo	󹂞
tuo	󽷗
tuo	𪺩
tuo	󽰈
tuo	󽜓
tuo	󽔞
tuo	󽉺
tuo	󽉴
tuo	󺓕
tuo	󽁿
tuo	𬚜
tuo	𪷄
tuo	讬
tuo	饦
tuo	𣅒
tuo	𣏱
tuo	𠱹
tuo	𫊴
tuo	𫜒
tuo	𪝦
tuo	𫌎
tuo	󰇤
tuo	󰇥
tuo2	它
tuo2	佗
tuo2	沱
tuo2	陀
tuo2	迤
tuo2	跎
tuo2	馱
tuo2	駝
tuo2	鴕
tuo2	阤
tuo2	坨
tuo2	岮
tuo2	砣
tuo2	紽
tuo2	袉
tuo2	堶
tuo2	詑
tuo2	酡
tuo2	碢
tuo2	鞁
tuo2	橐
tuo2	鮀
tuo2	驒
tuo2	鼉
tuo2	沲
tuo2	狏
tuo2	陁
tuo2	㸰
tuo2	㸱
tuo2	迱
tuo2	砤
tuo2	䡐
tuo2	槖
tuo2	䭾
tuo2	駄
tuo2	駞
tuo2	踻
tuo2	䰿
tuo2	鼧
tuo2	彵
tuo2	㟎
tuo2	㼠
tuo2	㾃
tuo2	𣵺
tuo2	䍫
tuo2	𡩆
tuo2	𧦭
tuo2	𧦧
tuo2	𨠑
tuo2	鉇
tuo2	䪑
tuo2	𩎼
tuo2	𧕦
tuo2	𪓽
tuo2	𡊵
tuo2	𤝛
tuo2	𤬾
tuo2	𡹬
tuo2	𦑑
tuo2	𩉺
tuo2	𤛩
tuo2	𪘕
tuo2	𪘗
tuo2	𧕛
tuo2	𡶊
tuo2	𦍔
tuo2	𨹕
tuo2	𣴾
tuo2	𤵩
tuo2	𤵚
tuo2	𥞒
tuo2	𡇵
tuo2	𣵻
tuo2	𦍥
tuo2	𧣖
tuo2	𧿶
tuo2	𤭨
tuo2	𥓿
tuo2	𩉻
tuo2	𩵔
tuo2	𪌂
tuo2	𢄿
tuo2	𤛛
tuo2	𢅍
tuo2	𧤓
tuo2	𧪁
tuo2	𨧯
tuo2	𩢵
tuo2	𩣾
tuo2	𩷿
tuo2	𪂊
tuo2	𪓸
tuo2	𪛄
tuo2	𢏜
tuo2	𢑠
tuo2	𢩻
tuo2	𤤩
tuo2	𤱡
tuo2	𥩆
tuo2	𦚐
tuo2	𧝝
tuo2	𧯵
tuo2	𨈷
tuo2	𨒶
tuo2	𨔳
tuo2	𨹔
tuo2	𩃰
tuo2	𩃱
tuo2	𩢊
tuo2	𩢋
tuo2	𩯀
tuo2	𩶴
tuo2	𩸻
tuo2	𩿽
tuo2	𪕅
tuo2	󺾚
tuo2	𫍟
tuo2	𫍡
tuo2	𫟤
tuo2	𫘞
tuo2	𪨹
tuo2	󺗤
tuo2	󹺯
tuo2	󽃩
tuo2	󼿮
tuo2	𬃖
tuo2	󼢔
tuo2	󼞯
tuo2	󼛊
tuo2	󼓀
tuo2	󼇓
tuo2	驮
tuo2	驼
tuo2	鸵
tuo2	騨
tuo2	鼍
tuo2	󹖧
tuo2	󹒵
tuo2	𣓷
tuo2	𣕣
tuo2	𣗞
tuo2	𩲮
tuo2	𡁥
tuo2	𡄞
tuo2	󰇤
tuo2	󰇥
tuo3	妥
tuo3	橢
tuo3	庹
tuo3	嫷
tuo3	撱
tuo3	𡜮
tuo3	脱
tuo3	媠
tuo3	楕
tuo3	鋖
tuo3	㯐
tuo3	鵎
tuo3	㰐
tuo3	㛂
tuo3	㨊
tuo3	䅜
tuo3	𢸦
tuo3	鰖
tuo3	䲊
tuo3	𢓰
tuo3	𤱧
tuo3	𣷿
tuo3	𦝦
tuo3	𤹢
tuo3	𨲉
tuo3	𡛎
tuo3	𢼻
tuo3	𩷷
tuo3	𩼂
tuo3	𩼐
tuo3	𡐏
tuo3	𡛵
tuo3	𣟁
tuo3	𥢤
tuo3	𥵷
tuo3	𦪟
tuo3	𨁡
tuo3	𨺖
tuo3	𩯹
tuo3	󻂤
tuo3	𪸯
tuo3	󹻎
tuo3	𬔞
tuo3	󼟍
tuo3	𬄭
tuo3	椭
tuo4	拓
tuo4	柝
tuo4	唾
tuo4	魄
tuo4	毤
tuo4	莌
tuo4	跅
tuo4	毻
tuo4	蘀
tuo4	籜
tuo4	䂞
tuo4	袥
tuo4	𣶦
tuo4	𣔵
tuo4	𣔳
tuo4	𣝔
tuo4	𣟄
tuo4	𢫳
tuo4	𦴕
tuo4	𩱾
tuo4	𧜲
tuo4	𩅡
tuo4	侻
tuo4	𦚈
tuo4	𣐼
tuo4	𦮀
tuo4	𣮲
tuo4	𤗙
tuo4	𠾊
tuo4	𦸍
tuo4	𨂫
tuo4	𢷌
tuo4	𣛳
tuo4	𦿙
tuo4	𢸨
tuo4	𥷐
tuo4	𣮆
tuo4	𥐆
tuo4	𥙃
tuo4	𦚗
tuo4	𧿧
tuo4	𩲸
tuo4	𩼏
tuo4	𫹺
tuo4	󹷫
tuo4	󼴺
tuo4	󼦾
tuo4	驮
tuo4	萚
tuo4	箨
tuo4	󹜯
tuo4	󹎅
tuo4	𪦆
tuo4	𥲷
tuo4	𢸕
tuo4	𥴍
tuo4	𢸽
tuo4	𣟣
tuo4	𣠊
tuo4	󰔢
tuo4	󰞵
tuei	推
tuei	蓷
tuei	藬
tuei	蘈
tuei	㞜
tuei	㷟
tuei	煺
tuei	𤍐
tuei	𨌴
tuei	𡲾
tuei	𨋱
tuei	𣻇
tuei	𥺑
tuei	𧆸
tuei	󺕿
tuei	󼑖
tuei	𨓿
tuei	𡙱
tuei	𤏂
tuei	𫖟
tuei2	頹
tuei2	弚
tuei2	僓
tuei2	隤
tuei2	橔
tuei2	魋
tuei2	穨
tuei2	藬
tuei2	蹪
tuei2	㢈
tuei2	䀃
tuei2	墤
tuei2	頺
tuei2	頽
tuei2	謉
tuei2	䫋
tuei2	蘈
tuei2	㢂
tuei2	𡯺
tuei2	㾯
tuei2	尵
tuei2	𢊮
tuei2	㿉
tuei2	𩓬
tuei2	𩘺
tuei2	𡷜
tuei2	𢉭
tuei2	𢟴
tuei2	𤸉
tuei2	𡑸
tuei2	𤗴
tuei2	𨗞
tuei2	𨘃
tuei2	𧝋
tuei2	𨆨
tuei2	𥶐
tuei2	𧮓
tuei2	𢈹
tuei2	𨓾
tuei2	㾽
tuei2	𧫏
tuei2	𡓤
tuei2	𡓤
tuei2	𨽟
tuei2	𨽠
tuei2	𨘿
tuei2	𥤒
tuei2	𨇚
tuei2	𧮊
tuei2	𠂖
tuei2	𤻊
tuei2	𤼊
tuei2	𥢢
tuei2	𦤑
tuei2	𨒻
tuei2	𩙬
tuei2	𩧸
tuei2	󼇢
tuei2	馈
tuei2	颓
tuei2	𪨇
tuei3	腿
tuei3	俀
tuei3	僓
tuei3	聉
tuei3	脮
tuei3	蹆
tuei3	骽
tuei3	㞂
tuei3	㟎
tuei3	㱣
tuei3	㾼
tuei3	𡯵
tuei3	𩥪
tuei4	退
tuei4	脫
tuei4	蛻
tuei4	褪
tuei4	侻
tuei4	挩
tuei4	螁
tuei4	駾
tuei4	捝
tuei4	脱
tuei4	蜕
tuei4	褃
tuei4	娧
tuei4	𢓴
tuei4	㥆
tuei4	𡯵
tuei4	𦜄
tuei4	𢠮
tuei4	𦖦
tuei4	𩳕
tuei4	𢓇
tuei4	𨑧
tuei4	侻
tuei4	𢘶
tuei4	𨓤
tuei4	𨔫
tuei4	𢠻
tuei4	駾
tuei4	𨘍
tuei4	𠺙
tuei4	𡢐
tuei4	𢔕
tuei4	𢟔
tuei4	𨓆
tuei4	𨗈
tuei4	𩢬
tuei4	󼤠
tuei4	𪷄
tuei4	󻮏
tuei4	娧
tuei4	𣗔
tuei4	𫗁
tuei4	𫗂
tuan	湍
tuan	煓
tuan	貒
tuan	猯
tuan	䝎
tuan	𧰄
tuan	𪏆
tuan	䵎
tuan	𧳲
tuan	𧳩
tuan	𪏖
tuan	𪏝
tuan	𦓟
tuan	𦓣
tuan	𧀐
tuan	抟
tuan	𣮼
tuan	󰞥
tuan2	團
tuan2	糰
tuan2	剸
tuan2	慱
tuan2	摶
tuan2	漙
tuan2	槫
tuan2	篿
tuan2	鏄
tuan2	鷒
tuan2	鷻
tuan2	団
tuan2	园
tuan2	㩛
tuan2	䊜
tuan2	檲
tuan2	𢮨
tuan2	𪆃
tuan2	𩠹
tuan2	𢰋
tuan2	𩜵
tuan2	𩅂
tuan2	𧓘
tuan2	𩘯
tuan2	𪈋
tuan2	𢭍
tuan2	𣶣
tuan2	𢰁
tuan2	𣷼
tuan2	𥮔
tuan2	𥻁
tuan2	𩃘
tuan2	𧐕
tuan2	𧽢
tuan2	𪆝
tuan2	𪈷
tuan2	𠧉
tuan2	𡁴
tuan2	𡞍
tuan2	𢮛
tuan2	𣏢
tuan2	𦥯
tuan2	𩠊
tuan2	𪅘
tuan2	𪈶
tuan2	𫟱
tuan2	𪺺
tuan2	󻥕
tuan2	团
tuan2	抟
tuan2	鹑
tuan2	圙
tuan2	𣑝
tuan2	𧟮
tuan2	𫊙
tuan3	畽
tuan3	疃
tuan3	䵯
tuan3	䜝
tuan3	𤊯
tuan3	𦟙
tuan3	𢣎
tuan3	𤲫
tuan3	𤳿
tuan3	𤴋
tuan3	𤴎
tuan3	𤱝
tuan3	𥗜
tuan3	𧐸
tuan3	𧐾
tuan3	𬁇
tuan4	彖
tuan4	褖
tuan4	湪
tuan4	𧰲
tuan4	𧰺
tuan4	𧳲
tuan4	𧳩
tuan4	𦴨
tuan4	󽞨
tuen	吞
tuen	旽
tuen	涒
tuen	啍
tuen	暾
tuen	吴
tuen	呑
tuen	噋
tuen	㬿
tuen	黗
tuen	朜
tuen	𧑒
tuen	𪏆
tuen	䵍
tuen	𨹙
tuen	𣋄
tuen	𩷵
tuen	𦙖
tuen	𪐠
tuen	䵊
tuen	𡃥
tuen	𣌘
tuen	𥋼
tuen	𥌙
tuen	𦬨
tuen	𨧐
tuen	󺟓
tuen	󺥶
tuen	󺦰
tuen	󻖹
tuen	󹅍
tuen	󽠲
tuen	󽠁
tuen	󺒩
tuen	󺍳
tuen	󺇙
tuen	𨔎
tuen	𤏂
tuen2	屯
tuen2	囤
tuen2	豚
tuen2	飩
tuen2	臀
tuen2	吨
tuen2	坉
tuen2	庉
tuen2	忳
tuen2	炖
tuen2	芚
tuen2	拵
tuen2	軘
tuen2	魨
tuen2	㹠
tuen2	豘
tuen2	踲
tuen2	霕
tuen2	櫄
tuen2	𡰪
tuen2	㼊
tuen2	䐁
tuen2	𩖤
tuen2	𦞠
tuen2	㩔
tuen2	𥴫
tuen2	𡱂
tuen2	𡱰
tuen2	𠭣
tuen2	𨳘
tuen2	𩂄
tuen2	𠭿
tuen2	𪎶
tuen2	𡆰
tuen2	𡉒
tuen2	𤜨
tuen2	𤆚
tuen2	𤫪
tuen2	𥤭
tuen2	𡱒
tuen2	𤫭
tuen2	𦚌
tuen2	𥸵
tuen2	𧰭
tuen2	𨊯
tuen2	𠭣
tuen2	㞘
tuen2	𩚊
tuen2	𢃻
tuen2	𨔡
tuen2	𧱔
tuen2	𩃌
tuen2	𪌋
tuen2	𪎴
tuen2	𧱯
tuen2	𧱮
tuen2	𧱸
tuen2	𥳨
tuen2	臋
tuen2	𩪔
tuen2	𥷝
tuen2	𩪡
tuen2	𥷽
tuen2	𡉫
tuen2	𢄉
tuen2	𦍓
tuen2	𦍣
tuen2	𦜴
tuen2	𦜼
tuen2	𦟓
tuen2	𧤹
tuen2	𨁴
tuen2	𨬉
tuen2	𨬋
tuen2	𩗂
tuen2	󹃿
tuen2	󽷿
tuen2	󽍲
tuen2	󹾓
tuen2	󹸺
tuen2	󼹛
tuen2	󼔩
tuen2	饨
tuen2	馈
tuen2	鲀
tuen2	𠀏
tuen2	𦊉
tuen2	𧃂
tuen2	𫃉
tuen2	𫙠
tuen3	汆
tuen3	吨
tuen3	疃
tuen3	㖔
tuen3	𢥽
tuen3	𪐠
tuen3	𢞋
tuen3	𦜯
tuen3	𧐸
tuen3	󼥮
tuen3	氽
tuen4	褪
tuen4	螁
tuen4	㧷
tuen4	𤶕
tuen4	𨁇
tuen4	𪑒
tung	恫
tung	通
tung	炵
tung	狪
tung	痌
tung	尰
tung	熥
tung	蓪
tung	囲
tung	慂
tung	瘇
tung	樋
tung	𤺄
tung	𢂓
tung	𣌾
tung	𨀜
tung	𡠙
tung	𣻢
tung	𥲆
tung	𢓶
tung	𨓛
tung	𢄟
tung	𥖺
tung	𦽲
tung	𧒇
tung	𧳿
tung	𨎟
tung	󻐾
tung	𫄡
tung	𪞟
tung	󹩔
tung	󹦯
tung	󻴕
tung	𫍌
tung	㓥
tung	嗵
tung	劏
tung	𨖕
tung	𥶥
tung	󰉤
tung2	同
tung2	彤
tung2	峒
tung2	洞
tung2	桐
tung2	童
tung2	僮
tung2	銅
tung2	潼
tung2	瞳
tung2	仝
tung2	佟
tung2	侗
tung2	哃
tung2	垌
tung2	挏
tung2	炵
tung2	狪
tung2	浵
tung2	烔
tung2	茼
tung2	迵
tung2	硐
tung2	粡
tung2	絧
tung2	詷
tung2	赨
tung2	酮
tung2	鉖
tung2	餇
tung2	獞
tung2	曈
tung2	朣
tung2	橦
tung2	氃
tung2	犝
tung2	膧
tung2	蕫
tung2	穜
tung2	罿
tung2	鮦
tung2	艟
tung2	鼨
tung2	爞
tung2	庝
tung2	峝
tung2	晍
tung2	烛
tung2	蚒
tung2	秱
tung2	㮔
tung2	勭
tung2	燑
tung2	䳋
tung2	冈
tung2	㠽
tung2	㤏
tung2	𢈉
tung2	㸗
tung2	眮
tung2	䂈
tung2	䆚
tung2	𣹊
tung2	㼧
tung2	硧
tung2	𦨴
tung2	𧋒
tung2	𧱁
tung2	𧳆
tung2	𣪯
tung2	鉵
tung2	𨝯
tung2	𩊗
tung2	㼿
tung2	𤺄
tung2	𦏆
tung2	𩍅
tung2	䶱
tung2	䮵
tung2	𠩁
tung2	𠖄
tung2	𠗆
tung2	𢏕
tung2	𨚯
tung2	𣑸
tung2	𤙓
tung2	𧊚
tung2	𨠌
tung2	𨜳
tung2	𢾮
tung2	𧌝
tung2	㠉
tung2	𪀭
tung2	𦒍
tung2	䴀
tung2	𥩌
tung2	𢓘
tung2	㣠
tung2	𤭁
tung2	𦍻
tung2	𧹝
tung2	𥪽
tung2	𥪿
tung2	𦌜
tung2	𥫍
tung2	䱰
tung2	𪚽
tung2	𩦍
tung2	𩪘
tung2	𩻡
tung2	𧖂
tung2	𨰍
tung2	𡒀
tung2	𡔅
tung2	𡔌
tung2	𡦜
tung2	𤱇
tung2	𥋕
tung2	𥫂
tung2	𦴧
tung2	𧇌
tung2	𧋚
tung2	𧒇
tung2	𧛶
tung2	𩩅
tung2	𪆏
tung2	󺦘
tung2	󺳵
tung2	󻂱
tung2	󻖜
tung2	𫍣
tung2	𫄡
tung2	󹃄
tung2	󽳓
tung2	󽮆
tung2	󽡟
tung2	󽝔
tung2	󽛩
tung2	𪻛
tung2	󽊡
tung2	󽊗
tung2	󺝬
tung2	󺑑
tung2	󹴤
tung2	󹲜
tung2	󼦌
tung2	𫎴
tung2	󼣒
tung2	󼚭
tung2	𫈷
tung2	󼕯
tung2	󿮈
tung2	𬛞
tung2	󻜣
tung2	峂
tung2	砼
tung2	铜
tung2	鲖
tung2	󹕅
tung2	𡶞
tung2	𨹐
tung2	𠳥
tung2	𤭆
tung2	𨐗
tung2	𩇷
tung2	𢖂
tung2	𤩔
tung2	𥖹
tung2	𧸌
tung2	𨭳
tung2	𫑉
tung2	󰘽
tung3	桶
tung3	統
tung3	筒
tung3	姛
tung3	捅
tung3	筩
tung3	㣚
tung3	㛚
tung3	㪌
tung3	𦀠
tung3	綂
tung3	䆹
tung3	𨈹
tung3	𪌢
tung3	𢳟
tung3	𢼾
tung3	𪟍
tung3	󹂱
tung3	󽼍
tung3	󽶁
tung3	𫀈
tung3	󽊔
tung3	󺘒
tung3	𪢉
tung3	统
tung3	𣘋
tung3	𣗧
tung3	𫌒
tung4	同
tung4	痛
tung4	慟
tung4	衕
tung4	蘳
tung4	憅
tung4	冈
tung4	𥦁
tung4	𢣛
tung4	𥋕
tung4	𦁀
tung4	󽻡
tung4	󽞸
tung4	󽞷
tung4	𫋭
tung4	󼦌
tung4	𫎴
tung4	󼛫
tung4	恸
tung4	𤹯
tung4	󰖩
ta	他
ta	它
ta	她
ta	佗
ta	牠
ta	塌
ta	祂
ta	趿
ta	搨
ta	鉈
ta	靸
ta	榙
ta	禢
ta	褟
ta	炨
ta	炧
ta	㸱
ta	釶
ta	溻
ta	㯚
ta	𡌩
ta	鉇
ta	㩉
ta	𧪦
ta	𡓲
ta	𢞠
ta	𩥑
ta	𩎕
ta	𣚞
